manager,security,ISIN,as_of,total_shares_held,percent_shares_held,filing_date,filing
Elara India,BANSWARA SYNTEX LTD.-$,INE629D01012,2016-03-31,658780,3.89,2016-08-22,Threshold Routine
Elara India,SHREE RAM URBAN INFRASTRUCTURE LTD.,INE164H01011,2017-09-30,503985,1.23,2017-10-12,Threshold Routine
Elara India,SHREE RAM URBAN INFRASTRUCTURE LTD.,INE164H01011,2017-06-30,503985,1.23,2017-07-20,Threshold Routine
Elara India,SHREE RAM URBAN INFRASTRUCTURE LTD.,INE164H01011,2017-03-31,503985,1.23,2017-04-15,Threshold Routine
Elara India,SHREE RAM URBAN INFRASTRUCTURE LTD.,INE164H01011,2016-12-31,503985,1.23,2017-01-10,Threshold Routine
Elara India,BANSWARA SYNTEX LTD.-$,INE629D01012,2018-03-31,658780,3.85,2018-04-06,Threshold Routine
Elara India,SHREE RAM URBAN INFRASTRUCTURE LTD.,INE164H01011,2016-09-30,503985,1.23,2016-10-13,Threshold Routine
Elara India,ROLLATAINERS LTD.,INE927A01040,2019-12-31,6043660,2.42,2020-01-15,Threshold Routine
Elara India,ROLLATAINERS LTD.,INE927A01040,2019-06-30,6043660,2.42,2019-08-28,Threshold Routine
Elara India,ROLLATAINERS LTD.,INE927A01040,2019-03-31,6043660,2.42,2019-05-11,Threshold Routine
Elara India,ROLLATAINERS LTD.,INE927A01040,2018-12-31,6043660,2.42,2019-02-22,Threshold Routine
Elara India,ROLLATAINERS LTD.,INE927A01040,2018-09-30,6043660,2.42,2018-10-15,Threshold Routine
Elara India,ROLLATAINERS LTD.,INE927A01040,2018-06-30,6043660,2.42,2018-07-19,Threshold Routine
Elara India,ROLLATAINERS LTD.,INE927A01040,2018-03-31,6043660,2.42,2018-05-04,Threshold Routine
Elara India,ROLLATAINERS LTD.,INE927A01040,2017-12-31,6043660,2.42,2018-01-12,Threshold Routine
Elara India,ROLLATAINERS LTD.,INE927A01040,2017-09-30,6043660,2.42,2017-10-12,Threshold Routine
Elara India,ROLLATAINERS LTD.,INE927A01040,2017-06-30,6043660,2.42,2017-07-20,Threshold Routine
Elara India,ROLLATAINERS LTD.,INE927A01040,2017-03-31,6043660,2.42,2017-04-18,Threshold Routine
Elara India,SHREE RAM URBAN INFRASTRUCTURE LTD.,INE164H01011,2016-06-30,503985,1.23,2016-07-15,Threshold Routine
Elara India,BANSWARA SYNTEX LTD.-$,INE629D01012,2018-06-30,658780,3.85,2018-07-11,Threshold Routine
Elara India,BANSWARA SYNTEX LTD.-$,INE629D01012,2018-09-30,658780,3.85,2018-10-11,Threshold Routine
Elara India,BANSWARA SYNTEX LTD.-$,INE629D01012,2018-12-31,658780,3.85,2019-01-11,Threshold Routine
Elara India,ADANI ENTERPRISES LTD.,INE423A01024,2019-06-30,48508788,4.41,2019-07-22,Threshold Routine
Elara India,ADANI ENTERPRISES LTD.,INE423A01024,2019-12-31,48508788,4.41,2020-01-16,Threshold Routine
Elara India,JMT AUTO LTD.,INE988E01036,2019-12-31,7331838,1.46,2020-01-21,Threshold Routine
Elara India,SALZER ELECTRONICS LTD.-$,INE457F01013,2016-06-30,388481,2.83,2016-07-20,Threshold Routine
Elara India,SALZER ELECTRONICS LTD.-$,INE457F01013,2016-12-31,343546,2.46,2017-01-18,Threshold Routine
Elara India,SALZER ELECTRONICS LTD.-$,INE457F01013,2017-03-31,343546,2.39,2017-04-19,Threshold Routine
Elara India,SALZER ELECTRONICS LTD.-$,INE457F01013,2017-06-30,343546,2.39,2017-07-18,Threshold Routine
Elara India,SALZER ELECTRONICS LTD.-$,INE457F01013,2017-09-30,343546,2.37,2017-10-21,Threshold Routine
Elara India,SALZER ELECTRONICS LTD.-$,INE457F01013,2017-12-31,239690,1.65,2018-01-20,Threshold Routine
Elara India,SALZER ELECTRONICS LTD.-$,INE457F01013,2018-03-31,239690,1.6,2018-04-20,Threshold Routine
Elara India,SALZER ELECTRONICS LTD.-$,INE457F01013,2018-06-30,239690,1.53,2018-07-21,Threshold Routine
Elara India,SALZER ELECTRONICS LTD.-$,INE457F01013,2018-09-30,239690,1.5,2018-10-19,Threshold Routine
Elara India,SALZER ELECTRONICS LTD.-$,INE457F01013,2018-12-31,218925,1.37,2019-01-19,Threshold Routine
Elara India,SALZER ELECTRONICS LTD.-$,INE457F01013,2019-03-31,218925,1.37,2019-04-12,Threshold Routine
Elara India,SALZER ELECTRONICS LTD.-$,INE457F01013,2019-06-30,218925,1.37,2019-07-20,Threshold Routine
Elara India,USHA MARTIN LTD.,INE228A01035,2018-09-30,5004500,1.67,2018-10-13,Threshold Routine
Elara India,USHA MARTIN LTD.,INE228A01035,2018-12-31,5004500,1.67,2019-01-04,Threshold Routine
Elara India,USHA MARTIN LTD.,INE228A01035,2019-03-31,5004500,1.67,2019-04-18,Threshold Routine
Elara India,USHA MARTIN LTD.,INE228A01035,2019-06-30,5004500,1.67,2019-07-20,Threshold Routine
Elara India,USHA MARTIN LTD.,INE228A01035,2019-09-30,5004500,1.67,2019-10-19,Threshold Routine
Elara India,USHA MARTIN LTD.,INE228A01035,2019-12-31,5004500,1.67,2020-01-14,Threshold Routine
Elara India,ONWARD TECHNOLOGIES LTD.,INE229A01017,2015-12-31,550000,3.72,2016-02-01,Threshold Routine
Elara India,ONWARD TECHNOLOGIES LTD.,INE229A01017,2016-06-30,550000,3.67,2016-07-21,Threshold Routine
Elara India,ONWARD TECHNOLOGIES LTD.,INE229A01017,2016-09-30,470767,3.13,2016-10-14,Threshold Routine
Elara India,BANSWARA SYNTEX LTD.-$,INE629D01012,2019-03-31,658780,3.85,2019-04-15,Threshold Routine
Elara India,Usha Martin Education & Solutions Limited,INE240C01028,2018-03-31,1277291,5.11,2018-04-19,Threshold Routine
Elara India,Usha Martin Education & Solutions Limited,INE240C01028,2018-06-30,1277291,4.93,2018-07-11,Threshold Routine
Elara India,KARUTURI GLOBAL LTD.,INE299C01024,2016-12-31,48707241,3.25,2017-02-07,Threshold Routine
Elara India,Usha Martin Education & Solutions Limited,INE240C01028,2018-12-31,1277291,4.93,2019-01-10,Threshold Routine
Elara India,ALEMBIC PHARMACEUTICALS LTD.,INE901L01018,2018-09-30,2313490,1.23,2018-10-11,Threshold Routine
Elara India,ALEMBIC PHARMACEUTICALS LTD.,INE901L01018,2018-12-31,2333790,1.24,2019-01-08,Threshold Routine
Elara India,ALEMBIC PHARMACEUTICALS LTD.,INE901L01018,2019-03-31,2324602,1.23,2019-04-16,Threshold Routine
Elara India,ALEMBIC PHARMACEUTICALS LTD.,INE901L01018,2019-06-30,2336052,1.24,2019-07-19,Threshold Routine
Elara India,ALEMBIC PHARMACEUTICALS LTD.,INE901L01018,2019-09-30,2330000,1.24,2019-10-09,Threshold Routine
Elara India,ALEMBIC PHARMACEUTICALS LTD.,INE901L01018,2019-12-31,2596151,1.38,2020-01-07,Threshold Routine
Elara India,PG ELECTROPLAST LTD.,INE457L01011,2017-06-30,600000,3.66,2017-07-19,Threshold Routine
Elara India,PG ELECTROPLAST LTD.,INE457L01011,2017-09-30,600000,3.66,2017-10-12,Threshold Routine
Elara India,PG ELECTROPLAST LTD.,INE457L01011,2017-12-31,600000,3.66,2018-01-06,Threshold Routine
Elara India,PG ELECTROPLAST LTD.,INE457L01011,2018-03-31,590000,3.59,2018-04-10,Threshold Routine
Elara India,PG ELECTROPLAST LTD.,INE457L01011,2018-06-30,590000,3.59,2018-07-15,Threshold Routine
Elara India,PG ELECTROPLAST LTD.,INE457L01011,2018-09-30,590000,3.59,2018-10-12,Threshold Routine
Elara India,PG ELECTROPLAST LTD.,INE457L01011,2018-12-31,590000,3.59,2019-01-14,Threshold Routine
Elara India,PG ELECTROPLAST LTD.,INE457L01011,2019-03-31,650000,3.48,2019-04-18,Threshold Routine
Elara India,PG ELECTROPLAST LTD.,INE457L01011,2019-06-30,500000,2.68,2019-07-19,Threshold Routine
Elara India,PG ELECTROPLAST LTD.,INE457L01011,2019-09-30,500000,2.68,2019-10-17,Threshold Routine
Elara India,S.E. POWER LTD.,INE735M01018,2016-06-30,2144704,5.28,2016-07-13,Threshold Routine
Elara India,S.E. POWER LTD.,INE735M01018,2019-12-31,2144704,5.28,2020-01-17,Threshold Routine
Elara India,S.E. POWER LTD.,INE735M01018,2019-09-30,2144704,5.28,2019-10-22,Threshold Routine
Elara India,S.E. POWER LTD.,INE735M01018,2019-06-30,2144704,5.28,2019-07-30,Threshold Routine
Elara India,S.E. POWER LTD.,INE735M01018,2019-03-31,2144704,5.28,2019-04-19,Threshold Routine
Elara India,S.E. POWER LTD.,INE735M01018,2018-12-31,2144704,5.28,2019-01-15,Threshold Routine
Elara India,S.E. POWER LTD.,INE735M01018,2018-09-30,2144704,5.28,2018-11-06,Threshold Routine
Elara India,ALEMBIC PHARMACEUTICALS LTD.,INE901L01018,2018-06-30,2313490,1.23,2018-07-17,Threshold Routine
Elara India,S.E. POWER LTD.,INE735M01018,2018-06-30,2144704,5.28,2018-07-11,Threshold Routine
Elara India,S.E. POWER LTD.,INE735M01018,2017-12-31,2144704,5.28,2018-01-16,Threshold Routine
Elara India,S.E. POWER LTD.,INE735M01018,2017-09-30,2144704,5.28,2017-10-17,Threshold Routine
Elara India,S.E. POWER LTD.,INE735M01018,2017-06-30,2144704,5.28,2017-07-17,Threshold Routine
Elara India,S.E. POWER LTD.,INE735M01018,2017-03-31,2144704,5.28,2017-04-13,Threshold Routine
Elara India,S.E. POWER LTD.,INE735M01018,2016-12-31,2144704,5.28,2017-01-14,Threshold Routine
Elara India,S.E. POWER LTD.,INE735M01018,2016-09-30,2144704,5.28,2016-10-14,Threshold Routine
Elara India,S.E. POWER LTD.,INE735M01018,2018-03-31,2144704,5.28,2018-04-16,Threshold Routine
Elara India,VIRTUAL GLOBAL EDUCATION LTD.,INE247C01023,2015-12-31,1750000,0.41,2016-01-25,Threshold Routine
Elara India,ALEMBIC PHARMACEUTICALS LTD.,INE901L01018,2018-03-31,2367979,1.26,2018-04-11,Threshold Routine
Elara India,ALEMBIC PHARMACEUTICALS LTD.,INE901L01018,2017-09-30,2542579,1.35,2017-10-07,Threshold Routine
Elara India,ADANI POWER LTD.,INE814H01011,2019-12-31,116715467,3.03,2020-01-10,Threshold Routine
Elara India,Usha Martin Education & Solutions Limited,INE240C01028,2018-09-30,1277291,4.93,2018-10-08,Threshold Routine
Elara India,C. MAHENDRA EXPORTS LTD.,INE378J01013,2016-06-30,2804888,2.32,2016-10-01,Threshold Routine
Elara India,C. MAHENDRA EXPORTS LTD.,INE378J01013,2016-09-30,2804888,2.32,2016-10-21,Threshold Routine
Elara India,RUSHIL DECOR LTD.,INE573K01017,2017-06-30,476200,3.28,2017-07-18,Threshold Routine
Elara India,RUSHIL DECOR LTD.,INE573K01017,2017-09-30,550200,3.79,2017-10-11,Threshold Routine
Elara India,RUSHIL DECOR LTD.,INE573K01017,2017-12-31,550200,3.77,2018-01-11,Threshold Routine
Elara India,RUSHIL DECOR LTD.,INE573K01017,2018-03-31,550200,3.74,2018-04-14,Threshold Routine
Elara India,RUSHIL DECOR LTD.,INE573K01017,2018-06-30,710200,4.76,2018-07-10,Threshold Routine
Elara India,RUSHIL DECOR LTD.,INE573K01017,2018-09-30,777700,5.21,2018-10-08,Threshold Routine
Elara India,RUSHIL DECOR LTD.,INE573K01017,2018-12-31,777700,5.21,2019-01-25,Threshold Routine
Elara India,RUSHIL DECOR LTD.,INE573K01017,2019-03-31,777700,5.21,2019-05-14,Threshold Routine
Elara India,RUSHIL DECOR LTD.,INE573K01017,2019-06-30,777700,5.21,2019-07-10,Threshold Routine
Elara India,RUSHIL DECOR LTD.,INE573K01017,2019-09-30,777700,5.21,2019-10-15,Threshold Routine
Elara India,TREE HOUSE EDUCATION & ACCESSORIES LTD.,INE040M01013,2016-06-30,960000,2.27,2016-07-22,Threshold Routine
Elara India,TREE HOUSE EDUCATION & ACCESSORIES LTD.,INE040M01013,2016-09-30,960000,2.27,2016-10-22,Threshold Routine
Elara India,TREE HOUSE EDUCATION & ACCESSORIES LTD.,INE040M01013,2016-12-31,960000,2.27,2017-01-19,Threshold Routine
Elara India,ALEMBIC PHARMACEUTICALS LTD.,INE901L01018,2017-06-30,2555079,1.36,2017-07-07,Threshold Routine
Elara India,ALEMBIC PHARMACEUTICALS LTD.,INE901L01018,2017-03-31,2616806,1.39,2017-04-07,Threshold Routine
Elara India,ALEMBIC PHARMACEUTICALS LTD.,INE901L01018,2016-12-31,2650304,1.41,2017-01-13,Threshold Routine
Elara India,TREE HOUSE EDUCATION & ACCESSORIES LTD.,INE040M01013,2019-09-30,960000,2.27,2019-10-18,Threshold Routine
Elara India,TREE HOUSE EDUCATION & ACCESSORIES LTD.,INE040M01013,2019-06-30,960000,2.27,2019-07-17,Threshold Routine
Elara India,TREE HOUSE EDUCATION & ACCESSORIES LTD.,INE040M01013,2019-03-31,960000,2.27,2019-04-17,Threshold Routine
Elara India,ALEMBIC PHARMACEUTICALS LTD.,INE901L01018,2017-12-31,2567979,1.36,2018-01-13,Threshold Routine
Elara India,TREE HOUSE EDUCATION & ACCESSORIES LTD.,INE040M01013,2018-12-31,960000,2.27,2019-01-18,Threshold Routine
Elara India,TREE HOUSE EDUCATION & ACCESSORIES LTD.,INE040M01013,2018-06-30,960000,2.27,2018-07-19,Threshold Routine
Elara India,TREE HOUSE EDUCATION & ACCESSORIES LTD.,INE040M01013,2018-03-31,960000,2.27,2018-04-18,Threshold Routine
Elara India,TREE HOUSE EDUCATION & ACCESSORIES LTD.,INE040M01013,2017-12-31,960000,2.27,2018-01-20,Threshold Routine
Elara India,TREE HOUSE EDUCATION & ACCESSORIES LTD.,INE040M01013,2017-09-30,960000,2.27,2017-10-13,Threshold Routine
Elara India,TREE HOUSE EDUCATION & ACCESSORIES LTD.,INE040M01013,2017-06-30,960000,2.27,2017-07-20,Threshold Routine
Elara India,TREE HOUSE EDUCATION & ACCESSORIES LTD.,INE040M01013,2017-03-31,960000,2.27,2017-04-14,Threshold Routine
Elara India,TREE HOUSE EDUCATION & ACCESSORIES LTD.,INE040M01013,2018-09-30,960000,2.27,2018-10-30,Threshold Routine
Elara India,Suyog Telematics Ltd,INE442P01014,2016-12-31,200400,1.97,2017-01-06,Threshold Routine
Elara India,Suyog Telematics Ltd,INE442P01014,2017-03-31,200400,1.97,2017-04-04,Threshold Routine
Elara India,Suyog Telematics Ltd,INE442P01014,2017-06-30,200400,1.97,2017-07-07,Threshold Routine
Elara India,Veto Switchgears and Cables Ltd,INE918N01018,2018-06-30,235000,1.23,2019-04-04,Threshold Routine
Elara India,Veto Switchgears and Cables Ltd,INE918N01018,2018-09-30,235000,1.23,2019-04-04,Threshold Routine
Elara India,Veto Switchgears and Cables Ltd,INE918N01018,2018-12-31,235000,1.23,2019-04-04,Threshold Routine
Elara India,Veto Switchgears and Cables Ltd,INE918N01018,2019-03-31,238820,1.25,2019-04-20,Threshold Routine
Elara India,Veto Switchgears and Cables Ltd,INE918N01018,2019-06-30,256820,1.34,2019-07-22,Threshold Routine
Elara India,Veto Switchgears and Cables Ltd,INE918N01018,2019-09-30,256820,1.34,2019-10-16,Threshold Routine
Elara India,Jindal Stainless (Hisar) Ltd,INE455T01018,2018-03-31,2865000,1.21,2018-04-14,Threshold Routine
